Total Count of Glitch Activities: 1242
2020-05-01 00:04:23      		login     		mailserver.local         		lupe.gave@freesurf.fr                             
2020-05-30 14:20:48      		login     		webserver.local          		maximiliano.mancell@spacemart.com                 

2020-05-30 14:25:15      		login     		myworkstation.local      		isiah.baltazor@miho-nakayama.com                  

2020-05-30 14:34:35      		login     		mailserver.local         		laurinda.barrow@miho-nakayama.com                 

2020-05-30 14:47:08      		logout    		webserver.local          		maryelizabeth.stassen@freesurf.fr                 

2020-05-30 15:28:07      		login     		myworkstation.local      		kirsten.zawistowski@gmx.net                       

2020-05-30 15:36:00      		login     		webserver.local          		queen.pflughoeft@theraces.com                     

2020-05-30 15:46:35      		login     		myworkstation.local      		delphine.hillebrand@mail2emergency.com            

2020-05-30 15:53:42      		login     		myworkstation.local      		remington.gabeline@mail2srilanka.com              

2020-05-30 18:19:17      		login     		mailserver.local         		olusegun.flemmings@theraces.com                   

2020-05-30 19:55:50      		logout    		webserver.local          		remington.gabeline@mail2srilanka.com              

2020-05-30 21:07:36      		logout    		myworkstation.local      		tarrin.scoma@gmx.net                              

2020-05-30 21:19:37      		login     		webserver.local          		kira.pay@mail2zambia.com                          

